Player,Season,N_teams
Justin Abdelkader,2019,1
Justin Abdelkader,2020,1
Justin Auger,2018,1
Justin Bailey,2016,1
Justin Bailey,2017,1
Justin Bailey,2018,1
Justin Bailey,2019,1
Justin Bailey,2020,1
Justin Bailey,2021,1
Justin Bailey,2022,1
Justin Barron,2022,2
Justin Barron,2023,1
Justin Braun,2011,1
Justin Braun,2012,1
Justin Braun,2013,1
Justin Braun,2014,1
Justin Braun,2015,1
Justin Braun,2016,1
Justin Braun,2017,1
Justin Braun,2018,1
Justin Braun,2019,1
Justin Braun,2020,1
Justin Braun,2021,1
Justin Braun,2022,2
Justin Braun,2023,1
Justin Danforth,2022,1
Justin Danforth,2023,1
Justin Dibenedetto,2011,1
Justin Dowling,2017,1
Justin Dowling,2019,1
Justin Dowling,2020,1
Justin Dowling,2021,1
Justin Dowling,2022,1
Justin Falk,2010,1
Justin Falk,2011,1
Justin Falk,2012,1
Justin Falk,2013,1
Justin Falk,2014,1
Justin Falk,2015,2
Justin Falk,2016,1
Justin Falk,2017,1
Justin Falk,2018,1
Justin Falk,2019,1
Justin Faulk,2012,1
Justin Faulk,2013,1
Justin Faulk,2014,1
Justin Faulk,2015,1
Justin Faulk,2016,1
Justin Faulk,2017,1
Justin Faulk,2018,1
Justin Faulk,2019,1
Justin Faulk,2020,1
Justin Faulk,2021,1
Justin Faulk,2022,1
Justin Faulk,2023,1
Justin Florek,2014,1
Justin Fontaine,2014,1
Justin Fontaine,2015,1
Justin Fontaine,2016,1
Justin Hodgman,2015,1
Justin Holl,2018,1
Justin Holl,2019,1
Justin Holl,2020,1
Justin Holl,2021,1
Justin Holl,2022,1
Justin Holl,2023,1
Justin Johnson,2014,1
Justin Kirkland,2023,1
Justin Kloos,2018,1
Justin Kloos,2019,1
Justin Mercier,2010,1
Justin Peters,2010,1
Justin Peters,2011,1
Justin Peters,2012,1
Justin Peters,2013,1
Justin Peters,2014,1
Justin Peters,2015,1
Justin Peters,2017,1
Justin Pogge,2009,1
Justin Richards,2021,1
Justin Richards,2023,1
Justin Schultz,2013,1
Justin Schultz,2014,1
Justin Schultz,2015,1
Justin Schultz,2016,2
Justin Schultz,2017,1
Justin Schultz,2018,1
Justin Schultz,2019,1
Justin Schultz,2020,1
Justin Schultz,2021,1
Justin Schultz,2022,1
Justin Schultz,2023,1
Justin Shugg,2015,1
Justin Williams,2006,1
Justin Williams,2007,1
Justin Williams,2008,1
Justin Williams,2009,2
Justin Williams,2010,1
Justin Williams,2011,1
Justin Williams,2012,1
Justin Williams,2013,1
Justin Williams,2014,1
Justin Williams,2015,1
Justin Williams,2016,1
Justin Williams,2017,1
Justin Williams,2018,1
Justin Williams,2019,1
Justin Williams,2020,1
Justus Annunen,2022,1
Justus Annunen,2023,1
Juuse Saros,2016,1
Juuse Saros,2017,1
Juuse Saros,2018,1
Juuse Saros,2019,1
Juuse Saros,2020,1
Juuse Saros,2021,1
Juuse Saros,2022,1
Juuse Saros,2023,1
Juuso Pärssinen,2023,1
Juuso Riikola,2019,1
Juuso Riikola,2020,1
Juuso Riikola,2021,1
Juuso Riikola,2022,1
Juuso Välimäki,2019,1
Juuso Välimäki,2021,1
Juuso Välimäki,2022,1
Juuso Välimäki,2023,1
Jyrki Jokipakka,2015,1
Jyrki Jokipakka,2016,2
Jyrki Jokipakka,2017,2
Jérôme Samson,2010,1
Jérôme Samson,2011,1
Jérôme Samson,2012,1
Jānis Sprukts,2007,1
Jānis Sprukts,2009,1
K'Andre Miller,2021,1
K'Andre Miller,2022,1
K'Andre Miller,2023,1
Kaapo Kakko,2020,1
Kaapo Kakko,2021,1
Kaapo Kakko,2022,1
Kaapo Kakko,2023,1
Kaapo Kähkönen,2020,1
Kaapo Kähkönen,2021,1
Kaapo Kähkönen,2022,2
Kaapo Kähkönen,2023,1
Kaden Fulcher,2019,1
Kaedan Korczak,2022,1
Kaedan Korczak,2023,1
Kael Mouillierat,2015,1
Kael Mouillierat,2016,1
Kaiden Guhle,2023,1
Kailer Yamamoto,2018,1
Kailer Yamamoto,2019,1
Kailer Yamamoto,2020,1
Kailer Yamamoto,2021,1
Kailer Yamamoto,2022,1
Kailer Yamamoto,2023,1
Kale Clague,2020,1
Kale Clague,2021,1
Kale Clague,2022,2
Kale Clague,2023,1
Kalle Kossila,2017,1
Kalle Kossila,2018,1
Kalle Kossila,2019,1
Kamil Kreps,2007,1
Kamil Kreps,2008,1
Kamil Kreps,2009,1
Kamil Kreps,2010,1
Karel Rachůnek,2007,1
Karel Rachůnek,2008,1
Karel Vejmelka,2022,1
Karel Vejmelka,2023,1
Kari Lehtonen,2006,1
Kari Lehtonen,2007,1
Kari Lehtonen,2008,1
Kari Lehtonen,2009,1
Kari Lehtonen,2010,1
Kari Lehtonen,2011,1
Kari Lehtonen,2012,1
Kari Lehtonen,2013,1
Kari Lehtonen,2014,1
Kari Lehtonen,2015,1
Kari Lehtonen,2016,1
Kari Lehtonen,2017,1
Kari Lehtonen,2018,1
Karl Alzner,2009,1
Karl Alzner,2010,1
Karl Alzner,2011,1
Karl Alzner,2012,1
Karl Alzner,2013,1
Karl Alzner,2014,1
Karl Alzner,2015,1
Karl Alzner,2016,1
Karl Alzner,2017,1
Karl Alzner,2018,1
Karl Alzner,2019,1
Karl Alzner,2020,1
Karl Stewart,2006,1
Karl Stewart,2007,3
Karl Stewart,2008,1
Karl Stollery,2014,1
Karl Stollery,2015,2
Karl Stollery,2017,1
Karri Rämö,2007,1
Karri Rämö,2008,1
Karri Rämö,2009,1
Karri Rämö,2014,1
Karri Rämö,2015,1
Karri Rämö,2016,1
Karson Kuhlman,2019,1
Karson Kuhlman,2020,1
Karson Kuhlman,2021,1
Karson Kuhlman,2022,2
Karson Kuhlman,2023,2
Kasimir Kaskisuo,2020,1
Kasimir Kaskisuo,2021,1
Kaspars Daugaviņš,2010,1
Kaspars Daugaviņš,2012,1
Kaspars Daugaviņš,2013,2
Kasper Björkqvist,2022,1
Kasperi Kapanen,2016,1
Kasperi Kapanen,2017,1
Kasperi Kapanen,2018,1
Kasperi Kapanen,2019,1
Kasperi Kapanen,2020,1
Kasperi Kapanen,2021,1
Kasperi Kapanen,2022,1
Kasperi Kapanen,2023,2
Keaton Ellerby,2010,1
Keaton Ellerby,2011,1
Keaton Ellerby,2012,1
Keaton Ellerby,2013,2
Keaton Ellerby,2014,1
Keaton Ellerby,2015,1
Keaton Middleton,2021,1
Keegan Kolesar,2020,1
Keegan Kolesar,2021,1
Keegan Kolesar,2022,1
Keegan Kolesar,2023,1
Keegan Lowe,2015,1
Keegan Lowe,2018,1
Keith Aucoin,2006,1
Keith Aucoin,2007,1
Keith Aucoin,2008,1
Keith Aucoin,2009,1
Keith Aucoin,2010,1
Keith Aucoin,2011,1
Keith Aucoin,2012,1
Keith Aucoin,2013,1
Keith Aucoin,2014,1
Keith Aulie,2011,1
Keith Aulie,2012,2
Keith Aulie,2013,1
Keith Aulie,2014,1
Keith Aulie,2015,1
Keith Ballard,2006,1
Keith Ballard,2007,1
Keith Ballard,2008,1
Keith Ballard,2009,1
Keith Ballard,2010,1
Keith Ballard,2011,1
Keith Ballard,2012,1
Keith Ballard,2013,1
Keith Ballard,2014,1
Keith Ballard,2015,1
Keith Carney,2006,2
Keith Carney,2007,1
Keith Carney,2008,1
Keith Kinkaid,2013,1
Keith Kinkaid,2015,1
Keith Kinkaid,2016,1
Keith Kinkaid,2017,1
Keith Kinkaid,2018,1
Keith Kinkaid,2019,1
Keith Kinkaid,2020,1
Keith Kinkaid,2021,1
Keith Kinkaid,2022,1
Keith Kinkaid,2023,2
Keith Primeau,2006,1
Keith Tkachuk,2006,1
Keith Tkachuk,2007,2
Keith Tkachuk,2008,1
Keith Tkachuk,2009,1
Keith Tkachuk,2010,1
Keith Yandle,2007,1
Keith Yandle,2008,1
Keith Yandle,2009,1
Keith Yandle,2010,1
Keith Yandle,2011,1
Keith Yandle,2012,1
Keith Yandle,2013,1
Keith Yandle,2014,1
Keith Yandle,2015,2
Keith Yandle,2016,1
Keith Yandle,2017,1
Keith Yandle,2018,1
Keith Yandle,2019,1
Keith Yandle,2020,1
Keith Yandle,2021,1
Keith Yandle,2022,1
Kellan Lain,2014,1
Ken Belanger,2006,1
Ken Klee,2006,2
Ken Klee,2007,1
Ken Klee,2008,1
Ken Klee,2009,2
Kenndal McArdle,2009,1
Kenndal McArdle,2010,1
Kenndal McArdle,2011,1
Kenndal McArdle,2012,1
Kenneth Appleby,2018,1
Kenny Agostino,2014,1
Kenny Agostino,2016,1
Kenny Agostino,2017,1
Kenny Agostino,2018,1
Kenny Agostino,2019,2
Kenny Agostino,2021,1
Kent Huskins,2007,1
Kent Huskins,2008,1
Kent Huskins,2009,1
Kent Huskins,2010,1
Kent Huskins,2011,1
Kent Huskins,2012,1
Kent Huskins,2013,2
Kent Johnson,2022,1
Kent Johnson,2023,1
Kent Simpson,2014,1
Kerby Rychel,2015,1
Kerby Rychel,2016,1
Kerby Rychel,2018,1
Kerby Rychel,2019,1
Kevan Miller,2014,1
Kevan Miller,2015,1
Kevan Miller,2016,1
Kevan Miller,2017,1
Kevan Miller,2018,1
Kevan Miller,2019,1
Kevan Miller,2021,1
Kevin Bahl,2021,1
Kevin Bahl,2022,1
Kevin Bahl,2023,1
Kevin Bieksa,2006,1
Kevin Bieksa,2007,1
Kevin Bieksa,2008,1
Kevin Bieksa,2009,1
Kevin Bieksa,2010,1
Kevin Bieksa,2011,1
Kevin Bieksa,2012,1
Kevin Bieksa,2013,1
Kevin Bieksa,2014,1
Kevin Bieksa,2015,1
Kevin Bieksa,2016,1
Kevin Bieksa,2017,1
Kevin Bieksa,2018,1
Kevin Boyle,2019,1
Kevin Colley,2006,1
Kevin Connauton,2014,1
Kevin Connauton,2015,2
Kevin Connauton,2016,2
Kevin Connauton,2017,1
Kevin Connauton,2018,1
Kevin Connauton,2019,1
Kevin Connauton,2020,1
Kevin Connauton,2021,1
Kevin Connauton,2022,2
Kevin Czuczman,2014,1
Kevin Czuczman,2021,1
Kevin Dallman,2006,2
Kevin Dallman,2007,1
Kevin Dallman,2008,1
Kevin Doell,2008,1
Kevin Fiala,2015,1
Kevin Fiala,2016,1
Kevin Fiala,2017,1
Kevin Fiala,2018,1
Kevin Fiala,2019,2
Kevin Fiala,2020,1
Kevin Fiala,2021,1
Kevin Fiala,2022,1
Kevin Fiala,2023,1
Kevin Gravel,2016,1
Kevin Gravel,2017,1
Kevin Gravel,2018,1
Kevin Gravel,2019,1
Kevin Gravel,2020,1
Kevin Gravel,2023,1
Kevin Hayes,2015,1
Kevin Hayes,2016,1
Kevin Hayes,2017,1
Kevin Hayes,2018,1
Kevin Hayes,2019,2
Kevin Hayes,2020,1
Kevin Hayes,2021,1
Kevin Hayes,2022,1
Kevin Hayes,2023,1
Kevin Henderson,2013,1
Kevin Klein,2006,1
Kevin Klein,2007,1
Kevin Klein,2008,1
Kevin Klein,2009,1
Kevin Klein,2010,1
Kevin Klein,2011,1
Kevin Klein,2012,1
Kevin Klein,2013,1
Kevin Klein,2014,2
Kevin Klein,2015,1
Kevin Klein,2016,1
Kevin Klein,2017,1
Kevin Labanc,2017,1
Kevin Labanc,2018,1
Kevin Labanc,2019,1
Kevin Labanc,2020,1
Kevin Labanc,2021,1
Kevin Labanc,2022,1
Kevin Labanc,2023,1
Kevin Lankinen,2021,1
Kevin Lankinen,2022,1
Kevin Lankinen,2023,1
Kevin Mandolese,2023,1
Kevin Marshall,2012,1
Kevin Porter,2009,1
Kevin Porter,2010,2
Kevin Porter,2011,1
Kevin Porter,2012,1
Kevin Porter,2013,1
Kevin Porter,2014,1
Kevin Porter,2016,1
Kevin Porter,2017,1
Kevin Poulin,2011,1
Kevin Poulin,2012,1
Kevin Poulin,2013,1
Kevin Poulin,2014,1
Kevin Poulin,2015,1
Kevin Quick,2009,1
Kevin Rooney,2017,1
Kevin Rooney,2018,1
Kevin Rooney,2019,1
Kevin Rooney,2020,1
Kevin Rooney,2021,1
Kevin Rooney,2022,1
Kevin Rooney,2023,1
Kevin Roy,2018,1
Kevin Roy,2019,1
Kevin Shattenkirk,2011,2
Kevin Shattenkirk,2012,1
Kevin Shattenkirk,2013,1
Kevin Shattenkirk,2014,1
Kevin Shattenkirk,2015,1
Kevin Shattenkirk,2016,1
Kevin Shattenkirk,2017,2
Kevin Shattenkirk,2018,1
Kevin Shattenkirk,2019,1
Kevin Shattenkirk,2020,1
Kevin Shattenkirk,2021,1
Kevin Shattenkirk,2022,1
Kevin Shattenkirk,2023,1
Kevin Stenlund,2019,1
Kevin Stenlund,2020,1
Kevin Stenlund,2021,1
Kevin Stenlund,2022,1
Kevin Stenlund,2023,1
Kevin Weekes,2006,1
Kevin Weekes,2007,1
Kevin Weekes,2008,1
Kevin Weekes,2009,1
Kevin Westgarth,2009,1
Kevin Westgarth,2011,1
Kevin Westgarth,2012,1
Kevin Westgarth,2013,1
Kevin Westgarth,2014,2
Kevyn Adams,2006,1
Kevyn Adams,2007,2
Kevyn Adams,2008,1
Kiefer Sherwood,2019,1
Kiefer Sherwood,2020,1
Kiefer Sherwood,2021,1
Kiefer Sherwood,2022,1
Kiefer Sherwood,2023,1
Kieffer Bellows,2020,1
Kieffer Bellows,2021,1
Kieffer Bellows,2022,1
Kieffer Bellows,2023,2
Kim Johnsson,2006,1
Kim Johnsson,2007,1
Kim Johnsson,2008,1
Kim Johnsson,2009,1
Kim Johnsson,2010,2
Kimmo Timonen,2006,1
Kimmo Timonen,2007,1
Kimmo Timonen,2008,1
Kimmo Timonen,2009,1
Kimmo Timonen,2010,1
Kimmo Timonen,2011,1
Kimmo Timonen,2012,1
Kimmo Timonen,2013,1
Kimmo Timonen,2014,1
Kimmo Timonen,2015,1
Kip Brennan,2006,1
Kip Brennan,2008,1
Kirby Dach,2020,1
Kirby Dach,2021,1
Kirby Dach,2022,1
Kirby Dach,2023,1
Kirill Kaprizov,2021,1
Kirill Kaprizov,2022,1
Kirill Kaprizov,2023,1
Kirill Marchenko,2023,1
Kirill Semyonov,2022,1
Kirk Maltby,2006,1
Kirk Maltby,2007,1
Kirk Maltby,2008,1
Kirk Maltby,2009,1
Kirk Maltby,2010,1
Klas Dahlbeck,2015,2
Klas Dahlbeck,2016,1
Klas Dahlbeck,2017,1
Klas Dahlbeck,2018,1
Klim Kostin,2020,1
Klim Kostin,2021,1
Klim Kostin,2022,1
Klim Kostin,2023,1
Kole Lind,2021,1
Kole Lind,2022,1
Kole Sherwood,2019,1
Kole Sherwood,2020,1
Kole Sherwood,2021,1
Kole Sherwood,2022,1
Konstantin Koltsov,2006,1
Konstantin Pushkarev,2006,1
Konstantin Pushkarev,2007,1
Korbinian Holzer,2011,1
Korbinian Holzer,2013,1
Korbinian Holzer,2015,1
Korbinian Holzer,2016,1
Korbinian Holzer,2017,1
Korbinian Holzer,2018,1
Korbinian Holzer,2019,1
Korbinian Holzer,2020,2
Kris Beech,2006,2
Kris Beech,2007,1
Kris Beech,2008,3
Kris Chucko,2009,1
Kris Draper,2006,1
Kris Draper,2007,1
Kris Draper,2008,1
Kris Draper,2009,1
Kris Draper,2010,1
Kris Draper,2011,1
Kris Foucault,2012,1
Kris Fredheim,2012,1
Kris Letang,2007,1
Kris Letang,2008,1
Kris Letang,2009,1
Kris Letang,2010,1
Kris Letang,2011,1
Kris Letang,2012,1
Kris Letang,2013,1
Kris Letang,2014,1
Kris Letang,2015,1
Kris Letang,2016,1
Kris Letang,2017,1
Kris Letang,2018,1
Kris Letang,2019,1
Kris Letang,2020,1
Kris Letang,2021,1
Kris Letang,2022,1
Kris Letang,2023,1
Kris Newbury,2007,1
Kris Newbury,2008,1
Kris Newbury,2009,1
Kris Newbury,2010,1
Kris Newbury,2011,1
Kris Newbury,2012,1
Kris Newbury,2013,1
Kris Newbury,2014,1
Kris Russell,2008,1
Kris Russell,2009,1
Kris Russell,2010,1
Kris Russell,2011,1
Kris Russell,2012,2
Kris Russell,2013,1
Kris Russell,2014,1
Kris Russell,2015,1
Kris Russell,2016,2
Kris Russell,2017,1
Kris Russell,2018,1
Kris Russell,2019,1
Kris Russell,2020,1
Kris Russell,2021,1
Kris Russell,2022,1
Kris Versteeg,2008,1
Kris Versteeg,2009,1
Kris Versteeg,2010,1
Kris Versteeg,2011,2
Kris Versteeg,2012,1
Kris Versteeg,2013,1
Kris Versteeg,2014,2
Kris Versteeg,2015,1
Kris Versteeg,2016,2
Kris Versteeg,2017,1
Kris Versteeg,2018,1
Kristers Gudlevskis,2014,1
Kristers Gudlevskis,2016,1
Kristers Gudlevskis,2017,1
Kristian Huselius,2006,2
Kristian Huselius,2007,1
Kristian Huselius,2008,1
Kristian Huselius,2009,1
Kristian Huselius,2010,1
Kristian Huselius,2011,1
Kristian Huselius,2012,1
Kristian Reichel,2022,1
Kristian Reichel,2023,1
Kristian Vesalainen,2019,1
Kristian Vesalainen,2021,1
Kristian Vesalainen,2022,1
Kristiāns Rubīns,2022,1
Krys Barch,2007,1
Krys Barch,2008,1
Krys Barch,2009,1
Krys Barch,2010,1
Krys Barch,2011,1
Krys Barch,2012,2
Krys Barch,2013,1
Krys Barch,2014,1
Krys Kolanos,2006,2
Krys Kolanos,2009,1
Krys Kolanos,2012,1
Krzysztof Oliwa,2006,1
Kurt Sauer,2006,1
Kurt Sauer,2007,1
Kurt Sauer,2008,1
Kurt Sauer,2009,1
Kurt Sauer,2010,1
Kurtis Foster,2006,1
Kurtis Foster,2007,1
Kurtis Foster,2008,1
Kurtis Foster,2009,1
Kurtis Foster,2010,1
Kurtis Foster,2011,1
Kurtis Foster,2012,3
Kurtis Foster,2013,1
Kurtis Gabriel,2016,1
Kurtis Gabriel,2017,1
Kurtis Gabriel,2019,1
Kurtis Gabriel,2021,1
Kurtis Gabriel,2022,1
Kurtis MacDermid,2018,1
Kurtis MacDermid,2019,1
Kurtis MacDermid,2020,1
Kurtis MacDermid,2021,1
Kurtis MacDermid,2022,1
Kurtis MacDermid,2023,1
Kurtis McLean,2009,1
Kyle Baun,2015,1
Kyle Baun,2016,1
Kyle Brodziak,2006,1
Kyle Brodziak,2007,1
Kyle Brodziak,2008,1
Kyle Brodziak,2009,1
Kyle Brodziak,2010,1
Kyle Brodziak,2011,1
Kyle Brodziak,2012,1
Kyle Brodziak,2013,1
Kyle Brodziak,2014,1
Kyle Brodziak,2015,1
Kyle Brodziak,2016,1
Kyle Brodziak,2017,1
Kyle Brodziak,2018,1
Kyle Brodziak,2019,1
Kyle Burroughs,2021,1
Kyle Burroughs,2022,1
Kyle Burroughs,2023,1
Kyle Calder,2006,1
Kyle Calder,2007,2
Kyle Calder,2008,1
Kyle Calder,2009,1
Kyle Calder,2010,1
Kyle Capobianco,2018,1
Kyle Capobianco,2019,1
Kyle Capobianco,2020,1
Kyle Capobianco,2021,1
Kyle Capobianco,2022,1
Kyle Capobianco,2023,1
Kyle Chipchura,2008,1
Kyle Chipchura,2009,1
Kyle Chipchura,2010,2
Kyle Chipchura,2011,1
Kyle Chipchura,2012,1
Kyle Chipchura,2013,1
Kyle Chipchura,2014,1
Kyle Chipchura,2015,1
Kyle Chipchura,2016,1
Kyle Clifford,2011,1
Kyle Clifford,2012,1
Kyle Clifford,2013,1
Kyle Clifford,2014,1
Kyle Clifford,2015,1
Kyle Clifford,2016,1
Kyle Clifford,2017,1
Kyle Clifford,2018,1
Kyle Clifford,2019,1
Kyle Clifford,2020,2
Kyle Clifford,2021,1
Kyle Clifford,2022,2
Kyle Clifford,2023,1
Kyle Connor,2017,1
Kyle Connor,2018,1
Kyle Connor,2019,1
Kyle Connor,2020,1
Kyle Connor,2021,1
Kyle Connor,2022,1
Kyle Connor,2023,1
Kyle Criscuolo,2018,1
Kyle Criscuolo,2022,1
Kyle Criscuolo,2023,1
Kyle Cumiskey,2007,1
Kyle Cumiskey,2008,1
Kyle Cumiskey,2009,1
Kyle Cumiskey,2010,1
Kyle Cumiskey,2011,1
Kyle Cumiskey,2015,1
Kyle Greentree,2008,1
Kyle Greentree,2009,1
Kyle McLaren,2006,1
Kyle McLaren,2007,1
Kyle McLaren,2008,1
Kyle Okposo,2008,1
Kyle Okposo,2009,1
Kyle Okposo,2010,1
Kyle Okposo,2011,1
Kyle Okposo,2012,1
Kyle Okposo,2013,1
Kyle Okposo,2014,1
Kyle Okposo,2015,1
Kyle Okposo,2016,1
Kyle Okposo,2017,1
Kyle Okposo,2018,1
Kyle Okposo,2019,1
Kyle Okposo,2020,1
Kyle Okposo,2021,1
Kyle Okposo,2022,1
Kyle Okposo,2023,1
Kyle Palmieri,2011,1
Kyle Palmieri,2012,1
Kyle Palmieri,2013,1
Kyle Palmieri,2014,1
Kyle Palmieri,2015,1
Kyle Palmieri,2016,1
Kyle Palmieri,2017,1
Kyle Palmieri,2018,1
Kyle Palmieri,2019,1
Kyle Palmieri,2020,1
Kyle Palmieri,2021,2
Kyle Palmieri,2022,1
Kyle Palmieri,2023,1
Kyle Quincey,2006,1
Kyle Quincey,2007,1
Kyle Quincey,2008,1
Kyle Quincey,2009,1
Kyle Quincey,2010,1
Kyle Quincey,2011,1
Kyle Quincey,2012,2
Kyle Quincey,2013,1
Kyle Quincey,2014,1
Kyle Quincey,2015,1
Kyle Quincey,2016,1
Kyle Quincey,2017,2
Kyle Quincey,2018,1
Kyle Rau,2016,1
Kyle Rau,2017,1
Kyle Rau,2018,1
Kyle Rau,2019,1
Kyle Rau,2021,1
Kyle Rau,2022,1
Kyle Turris,2008,1
Kyle Turris,2009,1
Kyle Turris,2011,1
Kyle Turris,2012,2
Kyle Turris,2013,1
Kyle Turris,2014,1
Kyle Turris,2015,1
Kyle Turris,2016,1
Kyle Turris,2017,1
Kyle Turris,2018,2
Kyle Turris,2019,1
Kyle Turris,2020,1
Kyle Turris,2021,1
Kyle Turris,2022,1
Kyle Wanvig,2006,1
Kyle Wanvig,2007,1
Kyle Wanvig,2008,1
Kyle Wellwood,2006,1
Kyle Wellwood,2007,1
Kyle Wellwood,2008,1
Kyle Wellwood,2009,1
Kyle Wellwood,2010,1
Kyle Wellwood,2011,1
Kyle Wellwood,2012,1
Kyle Wellwood,2013,1
Kyle Wilson,2010,1
Kyle Wilson,2011,1
Kyle Wilson,2012,1
Kārlis Skrastiņš,2006,1
Kārlis Skrastiņš,2007,1
Kārlis Skrastiņš,2008,2
Kārlis Skrastiņš,2009,1
Kārlis Skrastiņš,2010,1
Kārlis Skrastiņš,2011,1
Ladislav Nagy,2006,1
Ladislav Nagy,2007,2
Ladislav Nagy,2008,1
Ladislav Šmíd,2007,1
Ladislav Šmíd,2008,1
Ladislav Šmíd,2009,1
Ladislav Šmíd,2010,1
Ladislav Šmíd,2011,1
Ladislav Šmíd,2012,1
Ladislav Šmíd,2013,1
Ladislav Šmíd,2014,2
Ladislav Šmíd,2015,1
Ladislav Šmíd,2016,1
Lance Bouma,2011,1
Lance Bouma,2012,1
Lance Bouma,2014,1
Lance Bouma,2015,1
Lance Bouma,2016,1
Lance Bouma,2017,1
Lance Bouma,2018,1
Landon Bow,2019,1
Landon Ferraro,2014,1
Landon Ferraro,2015,1
Landon Ferraro,2016,2
Landon Ferraro,2018,1
Landon Wilson,2009,1
Lane MacDermid,2012,1
Lane MacDermid,2013,2
Lane MacDermid,2014,2
Lane Pederson,2021,1
Lane Pederson,2022,1
Lane Pederson,2023,2
Lars Eller,2010,1
Lars Eller,2011,1
Lars Eller,2012,1
Lars Eller,2013,1
Lars Eller,2014,1
Lars Eller,2015,1
Lars Eller,2016,1
Lars Eller,2017,1
Lars Eller,2018,1
Lars Eller,2019,1
Lars Eller,2020,1
Lars Eller,2021,1
Lars Eller,2022,1
Lars Eller,2023,2
Lars Jonsson,2007,1
Lasse Kukkonen,2007,2
Lasse Kukkonen,2008,1
Lasse Kukkonen,2009,1
Lasse Pirjetä,2006,1
Lassi Thomson,2022,1
Lassi Thomson,2023,1
Laurent Brossoit,2015,1
Laurent Brossoit,2016,1
Laurent Brossoit,2017,1
Laurent Brossoit,2018,1
Laurent Brossoit,2019,1
Laurent Brossoit,2020,1
Laurent Brossoit,2021,1
Laurent Brossoit,2022,1
Laurent Brossoit,2023,1
Laurent Dauphin,2016,1
Laurent Dauphin,2017,1
Laurent Dauphin,2018,1
Laurent Dauphin,2019,1
Laurent Dauphin,2022,1
Laurent Dauphin,2023,1
Lauri Korpikoski,2009,1
Lauri Korpikoski,2010,1
Lauri Korpikoski,2011,1
Lauri Korpikoski,2012,1
Lauri Korpikoski,2013,1
Lauri Korpikoski,2014,1
Lauri Korpikoski,2015,1
Lauri Korpikoski,2016,1
Lauri Korpikoski,2017,2
Lauri Tukonen,2007,1
Lauri Tukonen,2008,1
Lawrence Nycholat,2007,2
Lawrence Nycholat,2008,1
Lawrence Nycholat,2009,2
Lawrence Pilut,2019,1
Lawrence Pilut,2020,1
Lawrence Pilut,2023,1
Lawson Crouse,2017,1
Lawson Crouse,2018,1
Lawson Crouse,2019,1
Lawson Crouse,2020,1
Lawson Crouse,2021,1
Lawson Crouse,2022,1
Lawson Crouse,2023,1
Lean Bergmann,2020,1
Lean Bergmann,2021,1
Lee Goren,2006,1
Lee Goren,2007,1
Lee Stempniak,2006,1
Lee Stempniak,2007,1
Lee Stempniak,2008,1
Lee Stempniak,2009,2
Lee Stempniak,2010,2
Lee Stempniak,2011,1
Lee Stempniak,2012,1
Lee Stempniak,2013,1
Lee Stempniak,2014,2
Lee Stempniak,2015,2
Lee Stempniak,2016,2
Lee Stempniak,2017,1
Lee Stempniak,2018,1
Lee Stempniak,2019,1
Lee Sweatt,2011,1
Leevi Merilainen,2023,1
Leland Irving,2012,1
Leland Irving,2013,1
Lennart Petrell,2012,1
Lennart Petrell,2013,1
Leo Komarov,2013,1
Leo Komarov,2015,1
Leo Komarov,2016,1
Leo Komarov,2017,1
Leo Komarov,2018,1
Leo Komarov,2019,1
Leo Komarov,2020,1
Leo Komarov,2021,1
Leo Komarov,2022,1
Leon Draisaitl,2015,1
Leon Draisaitl,2016,1
Leon Draisaitl,2017,1
Leon Draisaitl,2018,1
Leon Draisaitl,2019,1
Leon Draisaitl,2020,1
Leon Draisaitl,2021,1
Leon Draisaitl,2022,1
Leon Draisaitl,2023,1
Liam Foudy,2020,1
Liam Foudy,2021,1
Liam Foudy,2022,1
Liam Foudy,2023,1
Liam O'Brien,2015,1
Liam O'Brien,2017,1
Liam O'Brien,2018,1
Liam O'Brien,2021,1
Liam O'Brien,2022,1
Liam O'Brien,2023,1
Liam Reddox,2008,1
Liam Reddox,2009,1
Liam Reddox,2010,1
Liam Reddox,2011,1
Lias Andersson,2018,1
Lias Andersson,2019,1
Lias Andersson,2020,1
Lias Andersson,2021,1
Lias Andersson,2022,1
Lias Andersson,2023,1
Libor Hájek,2019,1
Libor Hájek,2020,1
Libor Hájek,2021,1
Libor Hájek,2022,1
Libor Hájek,2023,1
Libor Šulák,2019,1
Linden Vey,2014,1
Linden Vey,2015,1
Linden Vey,2016,1
Linden Vey,2017,1
Linus Högberg,2022,1
Linus Klasen,2011,1
Linus Omark,2011,1
Linus Omark,2012,1
Linus Omark,2014,2
Linus Sandin,2022,1
Linus Ullmark,2016,1
Linus Ullmark,2017,1
Linus Ullmark,2018,1
Linus Ullmark,2019,1
Linus Ullmark,2020,1
Linus Ullmark,2021,1
Linus Ullmark,2022,1
Linus Ullmark,2023,1
Logan Brown,2018,1
Logan Brown,2019,1
Logan Brown,2020,1
Logan Brown,2021,1
Logan Brown,2022,1
Logan Brown,2023,1
Logan Couture,2010,1
Logan Couture,2011,1
Logan Couture,2012,1
Logan Couture,2013,1
Logan Couture,2014,1
Logan Couture,2015,1
Logan Couture,2016,1
Logan Couture,2017,1
Logan Couture,2018,1
Logan Couture,2019,1
